"number","title","pageid","namespace","length","touched"
"7832","Healthcare_in_Harrisburg,_Pennsylvania","13561085","Category","222","20131114044320"
"7833","Hospitals_in_Harrisburg,_Pennsylvania","13561089","Category","339","20210621180920"
"7834","Carnivorous_fungi","13563700","Category","221","20200430110540"
"7835","American_exercise_instructors","13567885","Category","342","20220119170640"
"7836","Canadian_exercise_instructors","13567943","Category","329","20190715190641"
"7837","British_exercise_instructors","13568022","Category","350","20190715190639"
"7838","English_exercise_instructors","13568043","Category","103","20140127231855"
"7839","Exercise_instructors_by_nationality","13568074","Category","218","20220313143358"
"7840","English_health_and_wellness_writers","13568288","Category","127","20200426015429"
"7841","Cemeteries_in_Gibraltar","13570048","Category","233","20200426175402"
"7842","People_sentenced_to_death_in_absentia","13570777","Category","221","20200729165344"
"7843","Ritual_weapons","13580843","Category","141","20211217143540"
"7844","Animal_virology","13582161","Category","144","20200502155536"
"7845","Political_abuses_of_psychiatry","13582747","Category","383","20220403101218"
"7846","Relationships_and_sexuality_writers","13584946","Category","180","20200426015536"
"7847","American_relationships_and_sexuality_writers","13585037","Category","179","20200426015543"
"7848","Australian_exercise_instructors","13585932","Category","391","20190715190637"
"7849","Lists_of_prehistoric_animals","13592192","Category","121","20130329123547"
"7850","Food_recalls","13604739","Category","80","20170906104509"
"7851","Psychologists_of_religion","13605054","Category","160","20130401025103"
"7852","Batman_television_series_images","13606993","Category","252","20200623121430"
"7853","Batman_film_screenshots_and_pictures","13607018","Category","124","20200619174424"
"7854","Civilian_nuclear_power_accidents","13610171","Category","324","20210730070349"
"7855","American_social_guidance_and_drug_education_films","13610763","Category","253","20220927045120"
"7856","Commonwealth_War_Graves_Commission_cemeteries_in_Turkey","13613548","Category","189","20170203202542"
"7857","Cemeteries_in_Thailand","13615120","Category","236","20200426175458"
"7858","Mexican_drug_traffickers","13616126","Category","186","20210217060243"
"7859","Reservoirs_in_Ireland","13617766","Category","350","20220923161632"
"7860","NBC_units_and_formations","13618155","Category","124","20220319191028"
"7861","Austrian_sportspeople_in_doping_cases","13620254","Category","700","20130326173723"
"7862","Weapons_of_Serbia","13620889","Category","150","20130317162144"
"7863","Caving_by_country","13624059","Category","143","20190918012325"
"7864","Thriller_short_stories","13628038","Category","160","20190113185943"
"7865","Diving_(sport)","13640521","Category","303","20210515113504"
"7866","Cheerleading_competitions","13641502","Category","112","20220526171823"
"7867","Antisemitic_attacks_and_incidents","13648110","Category","473","20220221235800"
"7868","Sailing_in_the_United_States","13649204","Category","244","20200807044903"
"7869","Sailing_in_Australia","13649568","Category","272","20200805013949"
"7870","Sailing_in_Canada","13649752","Category","162","20200805025211"
"7871","Food_processing_in_London","13660659","Category","257","20221107163038"
"7872","Ski_areas_and_resorts_by_country","13661610","Category","288","20220928161656"
"7873","Skiing_by_country","13661651","Category","256","20190918013651"
"7874","Skiing_in_India","13661734","Category","227","20160627041010"
"7875","Skiing_in_Greece","13661758","Category","187","20210118150338"
"7876","Skiing_in_Germany","13661783","Category","190","20160627041047"
"7877","Skiing_in_France","13661800","Category","203","20200427020528"
"7878","Skiing_in_China","13661839","Category","185","20170501152552"
"7879","Skiing_in_Cyprus","13661853","Category","119","20130310024857"
"7880","Skiing_in_Finland","13661860","Category","150","20130331142900"
"7881","Skiing_in_the_Czech_Republic","13661884","Category","175","20130331143309"
"7882","Skiing_in_Canada","13661902","Category","260","20221031075407"
"7883","Skiing_in_Bulgaria","13661915","Category","174","20181011170142"
"7884","Skiing_in_Austria","13661934","Category","246","20180303094925"
"7885","Skiing_in_Australia","13661956","Category","301","20161110031440"
"7886","Skiing_in_Andorra","13661972","Category","155","20151001062051"
"7887","Food_and_Agriculture_Organization_officials","13663121","Category","377","20140304083236"
"7888","Cemeteries_in_Ankara","13675749","Category","259","20200426175327"
"7889","Food_science_institutes","13676843","Category","303","20180921235516"
"7890","Music_therapy","13679690","Category","96","20190202222100"
"7891","Renting","13682390","Category","128","20170616153418"
"7892","Physician_astronauts","13684965","Category","102","20171219231240"
"7893","Battle_Royale_(franchise)","13691778","Category","275","20220804071015"
"7894","Omics","13693058","Category","274","20201005224609"
"7895","Food_and_drink_appreciation","13694273","Category","40","20090722032423"
"7896","People_executed_by_burning","13695550","Category","178","20140102030607"
"7897","Peruvian_drinks","13695929","Category","162","20160912192546"
"7898","Heaven's_Gate_(religious_group)","13697447","Category","229","20220415152210"
"7899","Burials_at_Emamzadeh_Taher","13701700","Category","252","20220923031334"
"7900","Burials_in_Iran","13701720","Category","117","20200426174711"
"7901","Cemeteries_in_Tehran","13701748","Category","257","20201022165046"
"7902","Pharmaceutical_companies_of_Norway","13706869","Category","294","20160802220626"
"7903","Non-combat_military_accidents","13712142","Category","386","20191006002704"
"7904","154_BC_deaths","13717229","Category","48","20191122225006"
"7905","Fitness_games","13718873","Category","148","20220624061241"
"7906","Seafood_companies","13722852","Category","154","20220328045411"
"7907","Fishing_disasters","13736404","Category","62","20080312184909"
"7908","Military_memorials_and_cemeteries_stubs","13742669","Category","513","20200730180244"
"7909","Florida_Department_of_Health","13754632","Category","163","20170703153556"
"7910","Anti-abortion_movement","13755239","Category","391","20211121054144"
"7911","Abortion-rights_movement","13755247","Category","308","20190522071204"
"7912","Cemeteries_in_Armenia","13755585","Category","326","20200426175331"
"7913","Gastroenterologists","13757469","Category","226","20160617102059"
"7914","Argentine_surgeons","13762510","Category","120","20180401163700"
"7915","Order_of_the_Solar_Temple","13768558","Category","404","20190311230743"
"7916","Erythropoiesis-stimulating_agents","13768801","Category","162","20190505102130"
"7917","Oregon_Health_&_Science_University","13769101","Category","449","20200526031847"
"7918","Dance_music_navigational_boxes","13770482","Category","108","20220601160524"
"7919","Lists_of_victims","13780562","Category","59","20210805012253"
"7920","Forensic_psychologists","13803328","Category","183","20101005020555"
"7921","Cryonics_in_fiction","13806306","Category","107","20181231194455"
"7922","Subtypes_of_Influenza_A_virus","13816662","Category","154","20210707045326"
"7923","Anti-influenza_agents","13818091","Category","180","20201129085734"
"7924","Avian_influenza","13826620","Category","215","20220319050433"
"7925","Influenza_vaccines","13826817","Category","116","20131231191539"
"7926","Movement_for_the_Restoration_of_the_Ten_Commandments_of_God","13833170","Category","545","20200702003014"
"7927","Health_in_the_London_Borough_of_Barnet","13835842","Category","171","20170403150705"
"7928","Antihypertensive_agent_stubs","13846776","Category","419","20110919145054"
"7929","Anticonvulsant_stubs","13846808","Category","288","20200730180256"
"7930","Psychiatric_hospitals_in_the_United_States","13857046","Category","284","20211030082329"
"7931","Psychiatric_hospitals_in_Canada","13857059","Category","122","20220614002537"
"7932","Psychiatric_hospitals_in_Australia","13857071","Category","188","20171217051530"
"7933","Psychiatric_hospitals_in_the_United_Kingdom","13857082","Category","317","20171124180136"
"7934","Psychiatric_hospitals_in_New_Zealand","13858854","Category","137","20200426094946"
"7935","Psychiatric_hospitals_in_Ireland","13859725","Category","125","20190529115727"
"7936","Children's_hospitals_in_the_United_States","13859760","Category","308","20201126210730"
"7937","Children's_hospitals_in_the_United_Kingdom","13860217","Category","326","20171210081657"
"7938","Pediatric_cancers","13860226","Category","340","20210104020317"
"7939","Children's_hospitals_in_Australia","13872687","Category","258","20171210081313"
"7940","Children's_hospitals_in_New_Zealand","13873312","Category","182","20171204085339"
"7941","Teaching_hospitals_in_New_Zealand","13873319","Category","138","20071206074426"
"7942","Medical_education_in_New_Zealand","13876154","Category","239","20170315114935"
"7943","Medical_education_in_Ireland","13877411","Category","68","20190324183818"
"7944","Tomography","13886417","Category","123","20180820213211"
"7945","Evacuations","13887612","Category","367","20200217203713"
"7946","Analgesic_stubs","13895380","Category","267","20100702135642"
"7947","Sedative_stubs","13897309","Category","264","20100702142106"
"7948","Cooling_flavors","13906151","Category","20","20130329071746"
"7949","Hot_springs_of_Japan","13907379","Category","274","20220309221908"
"7950","Springs_of_the_United_States","13907491","Category","198","20130331195448"
"7951","Agricultural_establishments","13909818","Category","194","20180715120810"
"7952","People_killed_by_the_Irish_National_Liberation_Army","13916765","Category","292","20190709141735"
"7953","Oleoresin","13926801","Category","125","20200629191738"
"7954","Sex_industry_researchers","13929078","Category","51","20190129180756"
"7955","Docosanoids","13935200","Category","63","20071027044355"
"7956","Deaths_from_cystic_fibrosis","13939387","Category","402","20220801094608"
"7957","Shaving","13945753","Category","135","20191012232004"
"7958","Ancient_Egyptian_medicine","13953880","Category","380","20140109233338"
"7959","Emergency_services_in_New_Zealand","13968083","Category","229","20200502035211"
"7960","Emergency_services_by_country","13968087","Category","241","20211214104439"
"7961","Emergency_services_in_Australia","13968093","Category","278","20200502035133"
"7962","Seventh-day_Adventists_in_health_science","13971852","Category","387","20201224114142"
"7963","Offender_profiling","13972722","Category","2879","20210312094619"
"7964","Illegal_drug_trade_by_country","13972845","Category","142","20220919212828"
"7965","Illegal_drug_trade_in_Colombia","13972849","Category","372","20220919213802"
"7966","110_BC_deaths","13974568","Category","50","20191122074205"
"7967","Cheese_festivals","13984583","Category","75","20200625031747"
"7968","Pharmacies_of_Norway","13984605","Category","184","20191010200948"
"7969","Indian_drug_traffickers","13985476","Category","66","20200907161534"
"7970","Sex_columnists","13989038","Category","73","20200426015847"
"7971","Poachers","13998900","Category","74","20201226223327"
"7972","Flavor_technology","14003070","Category","151","20181022231507"
"7973","Nonviolence_advocates","14005069","Category","403","20200731205655"
"7974","Nonviolent_revolutions","14005324","Category","171","20201003212534"
"7975","Chinese_tea_classic_texts","14007988","Category","239","20220924072211"
"7976","Food_industry_trade_groups","14020726","Category","131","20170903105332"
"7977","Disaster_medicine","14021706","Category","357","20200203115821"
"7978","Mauritanian_cuisine","14026176","Category","304","20211028195447"
"7979","Podiatric_medical_schools_in_the_United_States","14026723","Category","167","20200427015102"
"7980","Medical_education_in_the_Philippines","14026905","Category","207","20220526100856"
"7981","Medical_schools_in_Dominica","14027002","Category","249","20180415221513"
"7982","Medical_schools_in_Colombia","14027053","Category","112","20181023174151"
"7983","Butchers","14034233","Category","153","20211216095026"
"7984","Apoptosis","14036100","Category","145","20130317183845"
"7985","Oil_platform_disasters","14041536","Category","212","20170921045246"
"7986","Medical_Services_by_Catholic_community_in_Hong_Kong","14048251","Category","140","20191017162712"
"7987","Agriculture_in_Zimbabwe","14051984","Category","203","20200126183620"
"7988","Agriculture_in_Haiti","14052015","Category","285","20200122043001"
"7989","Deaths_from_rabies","14054536","Category","194","20190719224159"
"7990","Hospital_departments","14060889","Category","90","20170927031118"
"7991","Catering_and_food_service_companies_by_country","14065268","Category","196","20160808011514"
"7992","Bakeries_by_country","14065582","Category","215","20180720073649"
"7993","German_medical_researchers","14076575","Category","362","20220313041754"
"7994","Spies_by_cause_of_death","14079798","Category","80","20201205142122"
"7995","Spies_who_died_in_prison_custody","14080647","Category","127","20220525055716"
"7996","Hospitals_in_Liverpool","14083439","Category","272","20210620081424"
"7997","Singaporean_social_workers","14086892","Category","135","20161216022954"
"7998","Liberian_surgeons","14095681","Category","109","20071106005531"
"7999","Liberian_physicians","14095687","Category","136","20120404101716"
"8000","Chemical_weapons_demilitarization","14107169","Category","85","20130922201357"
"8001","Ferrets","14107944","Category","124","20190102142333"
"8002","Deaths_from_pneumonia","14112751","Category","257","20220801094918"
"8003","Hospitals_in_Glasgow","14118773","Category","221","20160110114353"
"8004","Hospitals_in_Edinburgh","14119315","Category","235","20160110114431"
"8005","Murder_in_Finland","14122260","Category","150","20200926212358"
"8006","1956_animal_deaths","14123432","Category","38","20200312010402"
"8007","519_deaths","14130520","Category","35","20200314001653"
"8008","342_BC_deaths","14145149","Category","49","20191210071910"
"8009","Humanitarian_and_service_awards","14148528","Category","347","20200806000914"
"8010","Seventh-day_Adventist_food_and_drink_companies","14155494","Category","166","20220202192251"
"8011","Products_with_protected_designation_of_origin","14155627","Category","297","20220420121816"
"8012","British_products_with_protected_designation_of_origin","14155629","Category","445","20111222135940"
"8013","French_products_with_protected_designation_of_origin","14155638","Category","395","20220630231442"
"8014","Italian_products_with_protected_designation_of_origin","14155645","Category","309","20180804085053"
"8015","Swedish_products_with_protected_designation_of_origin","14155647","Category","350","20160125012910"
"8016","People_with_albinism","14155656","Category","337","20190205231504"
"8017","Astringent_flavors","14157635","Category","44","20130326181638"
"8018","Civilians_killed_in_World_War_I","14162813","Category","202","20220603234304"
"8019","Road_incidents_in_England","14165860","Category","197","20160428205129"
"8020","Hospitals_in_Greece","14168228","Category","251","20190201052517"
"8021","Cattle_stubs","14177672","Category","160","20130402155014"
"8022","305_mm_artillery","14193964","Category","149","20210711210813"
"8023","Military_personnel_killed_in_the_American_Revolutionary_War","14199845","Category","310","20200429000125"
"8024","Military_personnel_killed_in_the_Spanish_Civil_War","14199856","Category","189","20170407173100"
"8025","Military_personnel_killed_in_World_War_I","14200055","Category","288","20210714004506"
"8026","Military_personnel_killed_in_World_War_II","14200199","Category","226","20191023115427"
"8027","People_killed_in_World_War_I","14200936","Category","280","20210714004403"
"8028","People_killed_in_Operation_Condor","14202680","Category","195","20220616222913"
"8029","Medical_professional_networks","14205035","Category","68","20191117212022"
"8030","Ganges_basin","14207109","Category","173","20161227000938"
"8031","Foster_care","14225393","Category","194","20210126083438"
"8032","People_with_paraplegia","14228452","Category","320","20221114033741"
"8033","Level_crossing_incidents_in_the_United_Kingdom","14234842","Category","243","20200709194552"
"8034","Wrong_Turn_(film_series)","14243955","Category","395","20221004063336"
"8035","Cemeteries_in_New_Zealand","14245901","Category","220","20200426175430"
"8036","Carnivory","14252994","Category","96","20150415082639"
"8037","Massacres_in_France","14257578","Category","299","20220306030824"
"8038","Massacres_in_Armenia","14272181","Category","250","20201008045127"
"8039","Islamic_terrorism","14276958","Category","666","20200905103436"
"8040","Massacres_in_Bangladesh","14277713","Category","467","20201008061046"
"8041","Navigable_aqueducts","14279275","Category","275","20130329124523"
"8042","Speech_and_language_pathology","14285085","Category","162","20201102223613"
"8043","Child_abduction","14285614","Category","157","20201122150133"
"8044","Child_abduction_by_country","14285860","Category","121","20201001005812"
"8045","Membrane_protein_stubs","14288365","Category","167","20130329123938"
"8046","Climate_change_law","14292356","Category","109","20191129233407"
"8047","Food_and_drink_companies_of_Peru","14295921","Category","202","20160823185541"
"8048","Respiratory_therapy","14298866","Category","235","20201031223747"
"8049","Mining_disasters_in_Ukraine","14306564","Category","191","20200816181435"
"8050","Dirty_wars","14309304","Category","1303","20220330231746"
"8051","People_with_spina_bifida","14310210","Category","235","20211125184620"
"8052","Children's_rights_by_country","14320272","Category","229","20181110203711"
"8053","Walking_vehicles","14321827","Category","85","20171126173937"
"8054","European_court_festivities","14322641","Category","178","20180722002327"
"8055","Health_and_disability_rights_organizations_in_the_United_States","14325840","Category","192","20170523191213"
"8056","Fires_by_year","14328625","Category","138","20220903074124"
"8057","People_executed_for_refusing_to_convert_to_Islam","14329390","Category","505","20210309083515"
"8058","Masques","14332921","Category","299","20170228001533"
"8059","Firearm_safety","14341264","Category","175","20181019112051"
"8060","Humanitarian_aid_organizations","14348575","Category","362","20200406070910"
"8061","Electroshock_weapon_controversies","14368439","Category","232","20200427055202"
"8062","Stem_cell_researchers","14385700","Category","87","20120919093620"
"8063","Food_made_from_maple","14391968","Category","179","20200624024639"
"8064","Daggers","14399763","Category","120","20160212163649"
"8065","Forestry_by_country","14418293","Category","319","20200119000552"
"8066","Catering","14424897","Category","77","20130329124333"
"8067","Slovak_physicians","14441316","Category","237","20210502134303"
"8068","Holodomor","14441542","Category","648","20221023233949"
"8069","Colombian_psychiatrists","14443766","Category","259","20170309010052"
"8070","Australian_health_and_wellness_writers","14452232","Category","178","20220526220521"
"8071","Exercise_and_fitness_writers_by_nationality","14453015","Category","242","20220228020428"
"8072","Exercise_and_fitness_writers","14453106","Category","105","20200426020433"
"8073","Australian_exercise_and_fitness_writers","14453516","Category","124","20200426020439"
"8074","British_exercise_and_fitness_writers","14453644","Category","231","20200426020446"
"8075","English_exercise_and_fitness_writers","14453815","Category","177","20200426020453"
"8076","Canadian_exercise_and_fitness_writers","14454023","Category","185","20200426020500"
"8077","Bereavement_in_Judaism","14465357","Category","320","20200404123850"
"8078","Beijing_cuisine","14466572","Category","155","20190428213541"
"8079","Jewish_medical_ethics","14474548","Category","357","20210122154204"
"8080","Italian_cuisine_stubs","14485013","Category","205","20210724173740"
"8081","NHS_Shetland","14489959","Category","34","20071130000434"
"8082","Animal_sanctuaries","14490888","Category","204","20200403120030"
"8083","Uzbekistani_cuisine","14494008","Category","211","20191221184404"
"8084","Kyrgyz_cuisine","14494014","Category","349","20191225192916"
"8085","Kazakhstani_cuisine","14494037","Category","307","20191221182913"
"8086","Rabies","14496373","Category","194","20201127021017"
"8087","Encephalitis","14496661","Category","163","20210613074648"
"8088","Norwegian_nurses","14500029","Category","133","20180402164552"
"8089","Voter_turnout_organizations","14501197","Category","273","20101006105154"
"8090","Health_regions_of_Newfoundland_and_Labrador","14501802","Category","167","20200831042447"
"8091","Health_regions_of_Manitoba","14501907","Category","154","20200831042447"
"8092","Emergency_medical_services_in_Canada","14502290","Category","243","20200502035110"
"8093","Environmental_law_in_Canada","14502782","Category","122","20171112115455"
"8094","Health_law_in_Canada","14502882","Category","103","20180202222908"
"8095","Norwegian_School_of_Veterinary_Science_faculty","14504517","Category","537","20220917094736"
"8096","Norwegian_School_of_Veterinary_Science","14504530","Category","259","20191101210533"
"8097","Forensics_organizations","14505022","Category","234","20210523072506"
"8098","80_mm_artillery","14517382","Category","89","20210427210741"
"8099","Chiropractic_treatment_techniques","14526580","Category","335","20180127094527"
"8100","Biofield_therapies","14526583","Category","465","20220801171649"
"8101","Bioelectromagnetic-based_therapies","14526602","Category","382","20200131084318"
"8102","503_deaths","14540511","Category","35","20200314001608"
"8103","People_killed_in_the_Spanish_Civil_War","14564998","Category","221","20220611191004"
"8104","Addiction_and_substance_abuse_organizations","14572488","Category","557","20220117131617"
"8105","Human_sexuality_organizations","14573088","Category","296","20190505102350"
"8106","Genetic_engineering_in_fiction","14573273","Category","330","20220115133909"
"8107","Eating_disorder_organizations","14573473","Category","191","20160407075139"
"8108","Social_work_organizations","14573701","Category","248","20211108233846"
"8109","Public_health_organizations","14573718","Category","226","20211105134539"
"8110","Children's_rights_organizations","14576965","Category","125","20080224182728"
"8111","Medicinal_use_of_cannabis","14581364","Category","313","20190820162752"
"8112","Teaching_hospitals_by_country","14583381","Category","181","20180415215417"
"8113","Intensive_farming","14593990","Category","218","20221111112006"
"8114","Scottish_medical_associations","14594457","Category","251","20170830073338"
"8115","Lists_of_prehistoric_life","14601461","Category","162","20160430091840"
"8116","Dental_organizations_based_in_the_United_States","14603265","Category","189","20190426071848"
"8117","Eritrean_physicians","14603913","Category","92","20080409054123"
"8118","Danish_microbiologists","14605878","Category","264","20170829081311"
"8119","Genetic_engineering_and_agriculture","14605964","Category","206","20170528194230"
"8120","Genetically_modified_organisms_in_agriculture","14605996","Category","197","20170528194121"
"8121","Pranayama","14612800","Category","174","20210619205422"
"8122","Chakras","14613010","Category","102","20210527192445"
"8123","Mudras","14613136","Category","222","20220325143837"
"8124","Agriculture_in_the_Republic_of_Ireland","14613210","Category","192","20211204165821"
"8125","Kriyas","14613296","Category","828","20220905201853"
"8126","Yoga_texts_and_documentation","14613717","Category","352","20190508123324"
"8127","Survivors","14616256","Category","104","20210805012442"
"8128","Burials_in_Romania","14618804","Category","85","20200426174737"
"8129","People_who_faked_their_own_death","14618833","Category","75","20220131231937"
"8130","Japanese_cuisine_terms","14621958","Category","131","20190118205748"
"8131","87_mm_artillery","14627759","Category","74","20190816065306"
"8132","85_mm_artillery","14627772","Category","95","20210427223946"
"8133","Alumni_of_the_Medical_College_of_St_Bartholomew's_Hospital","14635285","Category","428","20220728131646"
"8134","Alumni_of_the_London_Hospital_Medical_College","14635320","Category","446","20220728131720"
"8135","Equine_therapies","14640118","Category","56","20161103021820"
"8136","Yoga_styles","14641129","Category","260","20210621203350"
"8137","Alumni_of_the_UCL_Medical_School","14644313","Category","297","20211207010136"
"8138","Indian_food_writers","14653726","Category","270","20220204101918"
"8139","Thriller_plays","14655183","Category","56","20071211051255"
"8140","Suicide_rates","14656343","Category","103","20150618193733"
"8141","Medical_and_health_organizations","14658985","Category","303","20211210165949"
"8142","1993_animal_deaths","14661708","Category","38","20200312010206"
"8143","Dental_examinations","14666595","Category","68","20130311221417"
"8144","Dental_companies","14666824","Category","162","20220720055624"
"8145","Drug_policy_organizations","14667936","Category","112","20180922150835"
"8146","Cannabis_law_reform_organizations","14668300","Category","175","20190922011757"
"8147","Medicinal_use_of_cannabis_organizations","14668379","Category","125","20100728215840"
"8148","Medical_and_health_organizations_by_medical_condition","14668431","Category","150","20221029123213"
"8149","Medical_and_health_organizations_by_country","14668482","Category","261","20211210170125"
"8150","Medical_and_health_organizations_based_in_the_United_States","14668670","Category","474","20210828175856"
"8151","Medical_and_health_organizations_by_medical_specialty","14668823","Category","266","20221029122511"
"8152","Immunodeficiency","14670696","Category","107","20180402011139"
"8153","Behavioral_economists","14674031","Category","77","20140825014637"
"8154","Welfare_and_service_organizations","14677504","Category","128","20191231164624"
"8155","Immigrant_services_organizations","14677520","Category","154","20160406153739"
"8156","Cemeteries_in_Saint_Petersburg","14677628","Category","263","20200627155028"
"8157","Autosomal_recessive_disorders","14683480","Category","285","20200427210009"
"8158","Sports_drinks","14685785","Category","151","20220414135602"
"8159","Military_personnel_killed_in_action","14690273","Category","412","20220525081602"
"8160","Military_personnel_killed_in_action_by_war","14690284","Category","212","20160313230724"
"8161","Fictional_genetically_engineered_characters","14705550","Category","552","20220518105337"
"8162","Road_incident_deaths_in_Jamaica","14707117","Category","254","20200815033930"
"8163","Road_incident_deaths_in_Bulgaria","14707140","Category","272","20200815033400"
"8164","Brassieres","14707151","Category","152","20150516033159"
"8165","Road_incident_deaths_in_Iran","14707163","Category","230","20200815032943"
"8166","Road_incident_deaths_in_Romania","14707213","Category","247","20200815033400"
"8167","Road_incident_deaths_in_New_Zealand","14707235","Category","275","20200815034800"
"8168","Road_incident_deaths_in_Greece","14707256","Category","242","20200815033400"
"8169","Road_incident_deaths_in_the_Czech_Republic","14707282","Category","276","20200815033400"
"8170","Road_incident_deaths_in_Cuba","14707304","Category","239","20200815033930"
"8171","Road_incident_deaths_in_Egypt","14707327","Category","244","20200815032435"
"8172","Road_incident_deaths_in_Morocco","14707345","Category","184","20170121185043"
"8173","Road_incident_deaths_in_Kenya","14707367","Category","237","20200815032435"
"8174","Road_incident_deaths_in_Switzerland","14707398","Category","274","20200815033400"
"8175","Road_incident_deaths_in_Ukraine","14707423","Category","247","20200815033400"
"8176","Road_incident_deaths_in_Norway","14707462","Category","242","20200815033400"
"8177","Road_incident_deaths_in_the_United_States","14707666","Category","307","20200815033930"
"8178","Road_incident_deaths_in_Argentina","14707670","Category","262","20200815022749"
"8179","Road_incident_deaths_in_Australia","14707674","Category","247","20201220203733"
"8180","Road_incident_deaths_in_Brazil","14707676","Category","245","20200815034149"
"8181","Road_incident_deaths_in_the_United_Kingdom","14707681","Category","290","20200815033400"
"8182","Road_incident_deaths_in_Canada","14707684","Category","263","20200911155252"
"8183","Road_incident_deaths_in_France","14707687","Category","248","20200911154850"
"8184","Road_incident_deaths_in_Germany","14707691","Category","260","20201220220106"
"8185","Road_incident_deaths_in_India","14707701","Category","245","20200815032943"
"8186","Road_incident_deaths_in_the_Republic_of_Ireland","14707705","Category","324","20200815033400"
"8187","Road_incident_deaths_in_Italy","14707708","Category","262","20200911155005"
"8188","Road_incident_deaths_in_Mexico","14707710","Category","262","20200815033930"
"8189","Road_incident_deaths_in_Portugal","14707714","Category","252","20200815033400"
"8190","Road_incident_deaths_in_Poland","14707716","Category","245","20200815033400"
"8191","Road_incident_deaths_in_Russia","14707723","Category","259","20200815033400"
"8192","Road_incident_deaths_in_Sweden","14707725","Category","247","20200815033400"
"8193","Road_incident_deaths_in_South_Africa","14707729","Category","286","20200815032435"
"8194","Road_incident_deaths_in_Spain","14707730","Category","241","20200815033400"
"8195","Road_incident_deaths_in_Turkey","14707734","Category","302","20200815033400"
"8196","Road_incident_deaths_in_Nigeria","14714763","Category","254","20200815032435"
"8197","Road_incident_deaths_in_Syria","14714786","Category","235","20200815032943"
"8198","Road_incident_deaths_in_Peru","14714806","Category","239","20200815034150"
"8199","Road_incident_deaths_in_the_Philippines","14714817","Category","277","20200815032943"
"8200","Road_incident_deaths_in_Belgium","14714821","Category","266","20200815033400"
"8201","Road_incident_deaths_in_the_Netherlands","14714822","Category","291","20200815033400"
"8202","Road_incident_deaths_in_Iraq","14714838","Category","230","20200815032943"
"8203","Road_incident_deaths_in_Bosnia_and_Herzegovina","14714852","Category","356","20200815033400"
"8204","Road_incident_deaths_in_Hong_Kong","14714868","Category","250","20200815035359"
"8205","Road_incident_deaths_in_Zimbabwe","14714886","Category","252","20200815032435"
"8206","Road_incident_deaths_in_Austria","14714898","Category","271","20200815033400"
"8207","Road_incident_deaths_in_Bangladesh","14714907","Category","260","20200815032943"
"8208","Road_incident_deaths_in_Taiwan","14714915","Category","262","20220725121853"
"8209","Road_incident_deaths_in_Uruguay","14714923","Category","254","20200815034149"
"8210","Road_incident_deaths_in_Monaco","14714935","Category","242","20200815033400"
"8211","Road_incident_deaths_in_Bahrain","14714942","Category","245","20200815032943"
"8212","Road_incident_deaths_in_Belarus","14714953","Category","266","20200815033400"
"8213","Road_incident_deaths_in_Georgia_(country)","14714958","Category","346","20200815033400"
"8214","Road_incident_deaths_in_Hungary","14714979","Category","247","20200815033400"
"8215","Road_incident_deaths_in_Honduras","14714996","Category","259","20200815034225"
"8216","Road_incident_deaths_in_Ethiopia","14715014","Category","252","20200815033059"
"8217","Road_incident_deaths_in_Colombia","14715035","Category","259","20200815034150"
"8218","Road_incident_deaths_in_Mongolia","14715650","Category","250","20200815032943"
"8219","Road_incident_deaths_in_Venezuela","14715661","Category","264","20200815034149"
"8220","Road_incident_deaths_in_Croatia","14715688","Category","247","20200815033400"
"8221","Road_incident_deaths_in_Niger","14715703","Category","237","20200815032435"
"8222","Road_incident_deaths_in_Kazakhstan","14715713","Category","326","20200815033400"
"8223","Road_incident_deaths_in_Fiji","14715722","Category","233","20200815034801"
"8224","Road_incident_deaths_in_the_Bahamas","14715730","Category","266","20200815023125"
"8225","Road_incident_deaths_in_Ecuador","14715743","Category","254","20200815034149"
"8226","Road_incident_deaths_in_the_Dominican_Republic","14715756","Category","342","20200815033930"
"8227","Road_incident_deaths_in_Ghana","14715782","Category","237","20200815032435"
"8228","Road_incident_deaths_in_Costa_Rica","14715796","Category","269","20200815033930"
"8229","Road_incident_deaths_in_Jordan","14715804","Category","240","20200815032943"
"8230","Road_incident_deaths_in_Japan","14715810","Category","235","20200815032943"
"8231","Belgian_Medical_Component","14716289","Category","154","20180323172930"
"8232","People_associated_with_the_Institute_of_Cancer_Research","14730641","Category","118","20071216114649"
"8233","Institute_of_Cancer_Research","14730673","Category","433","20210510205747"
"8234","Pharmacy_organizations","14733501","Category","111","20081130041224"
"8235","Health_in_Myanmar","14736908","Category","141","20200326012500"
"8236","Prehistoric_animals_by_classification","14738420","Category","92","20210604014149"
"8237","Cloning_in_fiction","14738641","Category","291","20210225040416"
"8238","Dams_in_Poland","14743688","Category","357","20190204011009"
"8239","Massacres_in_Myanmar","14745324","Category","273","20201010035909"
"8240","Mexican_abortion-rights_activists","14747676","Category","429","20190525141729"
"8241","Dance_in_Chile","14765042","Category","182","20200426180801"
"8242","Beer_by_region","14765912","Category","140","20200801204901"
"8243","Beer_in_the_Middle_East","14766123","Category","119","20160829133410"
"8244","United_States_waste_law","14766197","Category","82","20140722140950"
"8245","Waste_law","14766213","Category","135","20201010212642"
"8246","Journalists_killed_while_covering_military_conflicts","14774515","Category","204","20220603225626"
"8247","Hot_drinks","14782800","Category","51","20180402005824"
