"number","title","pageid","namespace","length","touched"
"1328","Binary_explosives","6386657","Category","61","20200623031846"
"1329","Cyclotomic_fields","6388899","Category","63","20211124113525"
"1330","Vandalized_works_of_art","6401051","Category","112","20200727155406"
"1331","Units_of_luminous_energy","6438200","Category","381","20170728001545"
"1332","Units_of_luminance","6438258","Category","299","20200606072617"
"1333","Fourth_Way_enneagram","6441807","Category","292","20200625072846"
"1334","Troff","6463999","Category","227","20201012210930"
"1335","Hypercomplex_numbers","6497746","Category","109","20210208121047"
"1336","Copyright_scholars","6501112","Category","213","20130404194615"
"1337","Copyright_activists","6503474","Category","378","20130328120852"
"1338","Copyright_legislation","6504913","Category","132","20130404201054"
"1339","Copyright_treaties","6504953","Category","121","20130404202507"
"1340","Scaling_symmetries","6507985","Category","91","20180403001342"
"1341","Individual_pipe_organs","6513645","Category","281","20200930202838"
"1342","Copyright_campaigns","6520980","Category","372","20061212205603"
"1343","Free_web_analytics_software","6533832","Category","212","20220216071655"
"1344","Bayesian_statistics","6533911","Category","182","20191209231430"
"1345","Free_Bayesian_statistics_software","6534030","Category","133","20181224113102"
"1346","Statistical_organizations","6534055","Category","241","20210512011426"
"1347","Swedish_statisticians","6534126","Category","297","20191008231255"
"1348","Theorems_in_statistics","6534433","Category","75","20200519101737"
"1349","Statistical_paradoxes","6534766","Category","90","20200423221847"
"1350","Statistical_laws","6534870","Category","121","20210406232218"
"1351","Statistical_awards","6534937","Category","91","20160518185841"
"1352","Statistical_charts_and_diagrams","6535219","Category","491","20200423155455"
"1353","Statistical_distance","6536186","Category","195","20180608083032"
"1354","Sampling_(statistics)","6536652","Category","193","20180403000307"
"1355","Statistical_algorithms","6536797","Category","108","20191008231248"
"1356","Biostatistics","6537403","Category","158","20181231201049"
"1357","Statistical_inequalities","6538263","Category","167","20200519101928"
"1358","Social_statistics","6538330","Category","160","20210928003910"
"1359","Statistical_data_sets","6538378","Category","78","20211101033251"
"1360","Statistical_randomness","6538827","Category","112","20190914045529"
"1361","Statistical_theory","6539521","Category","89","20181231201051"
"1362","Logic_conferences","6544058","Category","117","20091211234612"
"1363","Pythagorean_symbols","6565751","Category","185","20150918020903"
"1364","Fog","6583487","Category","331","20140412051100"
"1365","Intellectual_property_law","6583610","Category","340","20221011145651"
"1366","Individual_aircraft","6597814","Category","337","20200422183009"
"1367","Free_BibTeX_software","6607595","Category","549","20200811200128"
"1368","BibTeX","6607623","Category","173","20201012210839"
"1369","Belarusian_mathematicians","6610871","Category","160","20180401172835"
"1370","Free_plotting_software","6615782","Category","589","20181224113106"
"1371","Spreadsheet_file_formats","6629611","Category","169","20210911075629"
"1372","Scottish_statisticians","6631283","Category","279","20191008231239"
"1373","Top_lists","6638668","Category","220","20170712041315"
"1374","Free_emulation_software","6642283","Category","550","20181224113110"
"1375","Fields_Medalists","6642706","Category","307","20210415143150"
"1376","Volumetric_instruments","6745422","Category","169","20190913194506"
"1377","Thermodynamicists","6749753","Category","205","20190124230817"
"1378","Generalized_functions","6795711","Category","68","20130328121534"
"1379","Kerala_school_of_astronomy_and_mathematics","6806507","Category","557","20221031053919"
"1380","Galileo_Galilei","6822046","Category","815","20210622085204"
"1381","Interactive_geometry_software","6828624","Category","217","20210217013212"
"1382","Free_interactive_geometry_software","6828694","Category","602","20190812171746"
"1383","Free_theorem_provers","6829164","Category","682","20120407085542"
"1384","Constructivist_architects","6837970","Category","265","20180401202735"
"1385","Constructivist_architecture","6838010","Category","565","20220626092259"
"1386","TeX_SourceForge_projects","6851183","Category","194","20200811222541"
"1387","Job_scheduling","6856416","Category","320","20210613001216"
"1388","Palestinian_mathematicians","6873643","Category","184","20200916040130"
"1389","Albanian_mathematicians","6873882","Category","90","20210321154556"
"1390","Slovak_mathematicians","6873956","Category","134","20130316024607"
"1391","RDF_data_access","6876817","Category","134","20120308192008"
"1392","Singular_value_decomposition","6890644","Category","133","20130331005530"
"1393","Emergent_gameplay","6911549","Category","87","20101003221418"
"1394","Art_vehicles","6925485","Category","156","20210924201851"
"1395","Periodic_phenomena","6993687","Category","183","20201025153241"
"1396","Serialism","7007641","Category","174","20140103080528"
"1397","Finite_fields","7044225","Category","152","20220220221446"
"1398","Finite_rings","7044227","Category","49","20190811225038"
"1399","Lithuanian_mathematicians","7046292","Category","187","20170105115324"
"1400","Whitespace","7055667","Category","116","20180127172734"
"1401","Streaming","7073231","Category","460","20201003033245"
"1402","Earliest_known_manuscripts_by_language","7080661","Category","799","20210410205017"
"1403","Convergence_tests","7088533","Category","325","20201103152339"
"1404","Natural_computation","7091400","Category","457","20120301035158"
"1405","Energy_by_country","7100136","Category","185","20200416231340"
"1406","TeX_editors","7123563","Category","86","20200811222544"
"1407","Free_TeX_editors","7123614","Category","577","20200811200132"
"1408","Geometric_graph_theory","7129004","Category","478","20201102220956"
"1409","Stochastic_differential_equations","7139162","Category","115","20161206213516"
"1410","Dagger_categories","7156359","Category","770","20101002195057"
"1411","Disk_encryption","7160953","Category","230","20130328133657"
"1412","Theta_functions","7193523","Category","88","20130331013919"
"1413","Probability_stubs","7193966","Category","194","20200229212905"
"1414","Woodworking_measuring_instruments","7194931","Category","289","20210514200607"
"1415","Random_dynamical_systems","7204261","Category","102","20101004054552"
"1416","Etruscan_artefacts","7204661","Category","334","20210110033215"
"1417","Cryptography_companies","7208985","Category","71","20130328132658"
"1418","Thermodynamics_stubs","7253444","Category","208","20220717130844"
"1419","Simplicial_sets","7267005","Category","122","20220827055027"
"1420","Treasure_troves","7269766","Category","654","20130316051126"
"1421","Syntactic_transformation","7274897","Category","106","20130331014932"
"1422","René_Descartes","7281749","Category","345","20220731194503"
"1423","Egyptian_fractions","7290631","Category","102","20190914051304"
"1424","Partial_fractions","7290881","Category","31","20061004204006"
"1425","Vector_bundles","7298897","Category","86","20130325183822"
"1426","Graph_families","7312579","Category","825","20220828062512"
"1427","Graph_invariants","7321256","Category","425","20171109162036"
"1428","Mathematics_education_reform","7324523","Category","286","20130320073756"
"1429","Signal_processing_stubs","7332463","Category","275","20220719140128"
"1430","Irish_computer_scientists","7341758","Category","271","20180402012942"
"1431","Electromagnetic_coils","7348427","Category","95","20220215043926"
"1432","Raphael_rooms","7349914","Category","359","20220427224028"
"1433","David_Crighton_medalists","7352115","Category","334","20200921103412"
"1434","Area_code_stubs","7359187","Category","165","20130325183722"
"1435","Characteristic_classes","7376277","Category","128","20101003220208"
"1436","Representation_theory_of_Lie_groups","7377748","Category","112","20190914041009"
"1437","Representation_theory_of_algebraic_groups","7377770","Category","84","20190914040545"
"1438","Representation_theory_of_Lie_algebras","7377879","Category","109","20130331020950"
"1439","Representation_theory_of_finite_groups","7378593","Category","131","20190914040913"
"1440","Ideals_(ring_theory)","7378697","Category","84","20220102081743"
"1441","Types_of_cyclone","7381509","Category","541","20210605022052"
"1442","Additive_categories","7381711","Category","81","20220427085819"
"1443","Functors","7382059","Category","140","20190917053208"
"1444","Objects_(category_theory)","7383747","Category","52","20190917053215"
"1445","Creative_works","7390225","Category","170","20201011135234"
"1446","Homogeneous_polynomials","7396166","Category","73","20191104010456"
"1447","Software_by_year","7403161","Category","267","20210520063044"
"1448","1999_software","7403227","Category","14","20200531134547"
"1449","2001_software","7403235","Category","14","20200531133841"
"1450","2000_software","7403237","Category","14","20200531133909"
"1451","2006_software","7403287","Category","14","20200531133625"
"1452","2007_software","7403293","Category","14","20200531133530"
"1453","1998_software","7403331","Category","14","20200531134457"
"1454","2002_software","7403336","Category","14","20200531133802"
"1455","2003_software","7403340","Category","14","20200531133740"
"1456","2004_software","7403344","Category","14","20200531133723"
"1457","2005_software","7403345","Category","26","20200531133645"
"1458","Systems_of_set_theory","7405444","Category","385","20130330103136"
"1459","Basic_concepts_in_set_theory","7406988","Category","213","20220224114454"
"1460","Axiom_of_choice","7407112","Category","168","20180401170445"
"1461","Paradoxes_of_naive_set_theory","7407219","Category","87","20131112132141"
"1462","Graphical_concepts_in_set_theory","7409233","Category","101","20140708071754"
"1463","Basic_concepts_in_infinite_set_theory","7409641","Category","65","20130316055352"
"1464","Topological_vector_spaces","7409974","Category","248","20191103235834"
"1465","Closed_categories","7423063","Category","246","20061013113742"
"1466","Functional_calculus","7423308","Category","99","20190916001313"
"1467","Constructible_universe","7426049","Category","68","20061013162841"
"1468","Set-theoretic_universes","7426264","Category","23","20130331021134"
"1469","Sets_of_real_numbers","7427696","Category","61","20130331021807"
"1470","Measures_(set_theory)","7428558","Category","51","20061013192418"
"1471","Sobolev_spaces","7430263","Category","82","20130331020108"
"1472","1990_software","7437173","Category","14","20200531134314"
"1473","Mathematical_relations","7437997","Category","389","20190507155732"
"1474","Wellfoundedness","7438165","Category","85","20130325183423"
"1475","Hungarian_statisticians","7440451","Category","303","20191008231157"
"1476","Urelements","7441031","Category","23","20061014161951"
"1477","1996_software","7447311","Category","14","20200531134432"
"1478","1997_software","7447313","Category","14","20200531134442"
"1479","Independence_results","7454503","Category","606","20120914161617"
"1480","1995_software","7466255","Category","14","20200531134416"
"1481","1992_software","7466263","Category","14","20200531134337"
"1482","1980_software","7466266","Category","14","20200531134600"
"1483","1981_software","7466267","Category","14","20200531134609"
"1484","1982_software","7466269","Category","14","20200531134625"
"1485","1983_software","7466270","Category","14","20200531134635"
"1486","1984_software","7466274","Category","29","20220328154028"
"1487","1985_software","7466275","Category","14","20210626113921"
"1488","1986_software","7466276","Category","14","20200531134737"
"1489","1987_software","7466277","Category","14","20200531134750"
"1490","1988_software","7466279","Category","14","20200531134758"
"1491","1989_software","7466282","Category","14","20200531134807"
"1492","Numerical_differential_equations","7468858","Category","369","20200422190736"
"1493","Computer_graphic_artifacts","7475196","Category","130","20170923071333"
"1494","Harmonic_functions","7485604","Category","117","20140816105711"
"1495","Hardy_spaces","7485859","Category","82","20190914053701"
"1496","Subharmonic_functions","7487082","Category","63","20120204185135"
"1497","Go_stubs","7499173","Category","146","20200229212748"
"1498","Lattice_points","7501410","Category","473","20130329011147"
"1499","Commodore_64_emulators","7507970","Category","67","20061018231631"
"1500","Ordered_groups","7515153","Category","93","20090311113139"
"1501","Solvable_groups","7515248","Category","33","20141115204128"
"1502","Nilpotent_groups","7515334","Category","33","20141115204101"
"1503","Yamanote_Line","7517345","Category","290","20200710132420"
"1504","Supercomputing","7520956","Category","114","20190424134949"
"1505","Norms_(mathematics)","7544087","Category","181","20210219202059"
"1506","Anticyclones","7548162","Category","2209","20200422192000"
"1507","Normed_spaces","7548377","Category","124","20191103235128"
"1508","Fiction_about_size_change","7549944","Category","151","20220523035814"
"1509","Bertrand_Russell","7554591","Category","813","20220731193737"
"1510","Gottfried_Wilhelm_Leibniz","7562098","Category","980","20220731193336"
"1511","Visibility","7564852","Category","342","20220510062923"
"1512","Ranked_lists_of_country_subdivisions","7582656","Category","125","20210202192925"
"1513","Individual_gemstones","7586323","Category","174","20210510153804"
"1514","A/UX","7586335","Category","176","20120404132005"
"1515","Individual_diamonds","7586397","Category","275","20211030084015"
"1516","Access_control","7590810","Category","228","20211216225708"
"1517","Econometrics_stubs","7598410","Category","245","20200730175042"
"1518","African_mathematicians","7614723","Category","339","20200918213239"
"1519","Railway_loop_lines","7633698","Category","114","20211104220817"
"1520","Inverse_functions","7645372","Category","45","20180510142721"
"1521","Nonlinear_functional_analysis","7645699","Category","130","20161110155705"
"1522","Data_synchronization","7645825","Category","201","20190921154508"
"1523","Roman_mathematics","7646311","Category","158","20210502195449"
"1524","Group_actions_(mathematics)","7683938","Category","124","20190321093027"
"1525","Speech_processing","7699923","Category","191","20140103123439"
"1526","Constructivism_(psychological_school)","7708676","Category","114","20181231194300"
"1527","Lists_of_mathematicians","7726180","Category","346","20201109175428"
"1528","Descriptive_complexity","7727586","Category","113","20140914071945"
"1529","1978_software","7745795","Category","14","20200531135040"
"1530","1979_software","7752574","Category","14","20200531135050"
"1531","Norwegian_statisticians","7755932","Category","252","20191008231234"
"1532","Coalgebras","7756216","Category","84","20220414071921"
"1533","Lipschitz_maps","7788757","Category","88","20150414160417"
"1534","Smooth_functions","7790545","Category","195","20211108202517"
"1535","Diffeomorphisms","7836838","Category","129","20131229234224"
"1536","Homeomorphisms","7837076","Category","141","20211004230543"
"1537","Continuous_mappings","7837595","Category","137","20200526190547"
"1538","Measures_(measure_theory)","7862901","Category","85","20210125025604"
"1539","Algebraic_logic","7869974","Category","154","20210208121455"
"1540","Copyright_term","7902284","Category","238","20191124094736"
"1541","John_von_Neumann_Theory_Prize_winners","7902301","Category","263","20181231201141"
"1542","English_computer_scientists","7920333","Category","198","20200422194751"
"1543","Formula_editors","7922395","Category","94","20130328144405"
"1544","Low_surface_brightness_galaxies","7926178","Category","67","20130414200349"
"1545","Intellectual_property_activism","7985158","Category","189","20210909213716"
"1546","South_African_computer_scientists","8035436","Category","153","20180403012317"
"1547","Out-of-place_artifacts","8048698","Category","190","20200113230917"
"1548","Multi-agent_systems","8050180","Category","293","20221112142855"
"1549","Institute_for_Advanced_Study","8067573","Category","408","20220316023904"
"1550","French_mathematician_stubs","8087357","Category","231","20130316094842"
"1551","Functions_and_mappings","8111581","Category","186","20200422190526"
"1552","Boundary_layers","8112910","Category","92","20150108113159"
"1553","Convection","8113480","Category","172","20150108120541"
"1554","Equations_of_fluid_dynamics","8113698","Category","105","20130323211307"
"1555","Vortices","8113844","Category","131","20190123130051"
"1556","Heat_conduction","8125844","Category","76","20191125093557"
"1557","Graph_products","8154467","Category","89","20201218000235"
"1558","Statistical_methods","8156101","Category","74","20220830083400"
"1559","Individual_rubies","8156553","Category","73","20151223173915"
"1560","Individual_sapphires","8156588","Category","112","20151223173934"
"1561","Disk_scheduling_algorithms","8165753","Category","149","20181205040742"
"1562","Satisfiability_problems","8170427","Category","154","20180409201314"
"1563","Formal_methods_tools","8232110","Category","146","20211102235451"
"1564","Model_checkers","8232149","Category","168","20110211210446"
"1565","Formal_specification_languages","8232469","Category","212","20180622020941"
"1566","Military_strategy_books","8232589","Category","177","20201021142734"
"1567","Hypothetical_galaxies","8326733","Category","77","20171223122900"
"1568","Russian_computer_scientists","8327490","Category","327","20221120084618"
"1569","Density","8352587","Category","190","20220510061638"
"1570","Automated_theorem_proving","8387931","Category","764","20180502043439"
"1571","Nuclear_power","8388255","Category","212","20210801084919"
"1572","Pressure","8398609","Category","146","20220510061552"
"1573","Ancient_Indian_mathematicians","8417375","Category","262","20170317150837"
"1574","Galaxy_images","8479471","Category","100","20061217120203"
"1575","Cooking_weights_and_measures","8501508","Category","106","20130404053117"
"1576","Cell_movement","8507946","Category","279","20191106180122"
"1577","Customary_units_in_India","8523519","Category","231","20191209065145"
"1578","R_(programming_language)","8523545","Category","406","20220410105744"
"1579","Unix_history","8530938","Category","88","20130922154258"
"1580","Lie_groupoids","8532223","Category","111","20190124181142"
"1581","2008_software","8533017","Category","35","20211221094647"
"1582","Kabaddi","8541015","Category","232","20221022200522"
"1583","Opening_ceremonies","8634325","Category","170","20180331234706"
"1584","UKUSA_listening_stations","8682914","Category","467","20200821134933"
"1585","Kitesurfing","8717224","Category","526","20220706185155"
"1586","Chatbots","8735377","Category","216","20210123061640"
"1587","Galaxy_morphological_types","8768055","Category","270","20210605022124"
"1588","German_mathematician_stubs","8773739","Category","291","20130316134436"
"1589","Nigerian_mathematicians","8780542","Category","213","20170321230858"
"1590","Series","8789008","Category","244","20220517165539"
"1591","American_mathematician_stubs","8789894","Category","241","20211114175542"
"1592","Trinitarianism","8790219","Category","725","20220815215232"
"1593","History_of_cryptography","8793381","Category","187","20210710002521"
"1594","Cryptography_publications","8812989","Category","120","20121118220739"
"1595","Cryptography_in_fiction","8813524","Category","150","20220808152400"
"1596","Series_of_mathematics_books","8871165","Category","83","20151013190240"
"1597","Chemical_databases","8874890","Category","97","20191127022518"
"1598","Mathematics_educators","8881239","Category","177","20210928234714"
"1599","Sacred_rocks","8917419","Category","186","20200110193028"
"1600","4-polytopes","8922265","Category","227","20220302112729"
"1601","Members_of_the_University_of_Cambridge_Computer_Laboratory","8923396","Category","414","20220510130517"
"1602","Foreign_policy_and_strategy_think_tanks","8933448","Category","157","20161210150520"
"1603","Bletchley_Park","8951292","Category","583","20200915035119"
"1604","Copyright_law_lists","8961341","Category","67","20170623123859"
"1605","Logic_books","8974527","Category","151","20190909055946"
"1606","Bletchley_Park_people","8985754","Category","411","20221107034806"
"1607","1960s_software","8992591","Category","253","20200531020646"
"1608","Valencian_pilota","9016412","Category","264","20210625101715"
"1609","Mathematical_Olympiads_in_India","9029015","Category","144","20120508095045"
"1610","Domes","9080614","Category","160","20200406063408"
"1611","Traditional_mathematics","9133390","Category","642","20091119101331"
"1612","Category_theorists","9171260","Category","118","20221025214607"
"1613","Roman_Empire_cameos","9190010","Category","265","20221108030428"
"1614","Cheating_in_video_games","9250849","Category","802","20220524155120"
"1615","Video_game_gameplay","9250932","Category","199","20211022095843"
"1616","Knowledge_engineering","9252902","Category","173","20130323224343"
"1617","Computational_statistics","9272793","Category","148","20170918130558"
"1618","Copyright_law_organizations","9280877","Category","122","20130404192905"
"1619","European_windstorms","9289936","Category","353","20200822222527"
"1620","Generic_programming","9295809","Category","113","20130316161711"
"1621","Classic_Mac_OS-only_software_made_by_Apple_Inc.","9301055","Category","192","20201120025957"
"1622","Apple_Inc._software","9301144","Category","249","20210112080326"
"1623","Games_on_Apple_Inc._platforms","9301160","Category","157","20130404042746"
"1624","Apple_Inc._operating_systems","9301652","Category","170","20201226013421"
"1625","Asian_mathematician_stubs","9306376","Category","245","20200229212206"
"1626","Manuscript_stubs","9336273","Category","278","20130331030107"
"1627","Time_measurement_systems","9347264","Category","249","20170510214455"
"1628","Demographers","9347555","Category","165","20131229223643"
"1629","Hash_functions","9365958","Category","92","20130316163241"
"1630","Evolutionary_game_theory","9391258","Category","174","20140519232434"
"1631","Superlatives","9393174","Category","137","20200127032228"
"1632","Poker_probability","9416651","Category","193","20161212121007"
"1633","Vending_machines","9460877","Category","150","20221117213713"
"1634","Geology_software","9497053","Category","59","20130316171910"
"1635","Ancient_Greek_mathematical_works","9510057","Category","161","20180709081322"
"1636","Data_modeling_languages","9521010","Category","197","20220211002544"
"1637","Cue_sports","9550418","Category","1111","20220322084622"
"1638","Video_game_control_methods","9568076","Category","189","20130325231644"
"1639","Video_game_design","9568249","Category","426","20191005094548"
"1640","Video_game_designers","9568387","Category","345","20200406171202"
"1641","Video_game_platform_emulators","9569413","Category","198","20170815172728"
"1642","Video_games_by_year","9570089","Category","410","20210702071054"
"1643","Video_games_with_textual_graphics","9570393","Category","348","20170312182644"
"1644","Cooperative_video_games","9570722","Category","203","20210217084648"
"1645","History_of_video_games","9571463","Category","353","20200412134050"
"1646","Poker_video_games","9571949","Category","74","20220427072241"
"1647","Austrian_computer_scientists","9573434","Category","170","20180401165830"
"1648","Multivariate_interpolation","9579598","Category","67","20130331032958"
"1649","Lattice_theorists","9587496","Category","64","20070219053420"
"1650","Dutch_logicians","9626240","Category","245","20180401220616"
"1651","Aerodynamicists","9688721","Category","162","20200812161339"
"1652","Russian_statisticians","9734696","Category","305","20191008231238"
"1653","String_metrics","9833053","Category","224","20210217231846"
"1654","Go_(game)_by_year","9836245","Category","116","20211014235536"
"1655","Go_games","9852307","Category","232","20211028200654"
"1656","Fellows_of_the_Association_for_Computing_Machinery","9876556","Category","346","20200422195132"
"1657","Finite_element_method","9909579","Category","259","20210123101235"
"1658","Entropy_and_information","9910848","Category","625","20191202043439"
"1659","Quantum_mechanical_entropy","9910913","Category","424","20130329053124"
"1660","Control_engineering","9935559","Category","319","20201003021532"
"1661","Honeycombs_(geometry)","9941126","Category","186","20211029071024"
"1662","Computer_specialists_by_nationality","9947045","Category","115","20210505153637"
"1663","5-polytopes","9972223","Category","174","20201128133254"
"1664","Egyptian_mathematics","9979736","Category","200","20140505231548"
"1665","Greek_mathematics","9979760","Category","126","20190428211204"
"1666","Chinese_mathematics","9979993","Category","165","20220824164630"
"1667","Japanese_mathematics","9980033","Category","93","20130316192857"
"1668","Indian_mathematics","9980267","Category","307","20220824164150"
"1669","Graph_enumeration","9982246","Category","107","20101004075024"
"1670","Indian_cryptographers","9992907","Category","42","20090122201932"
"1671","Intellectual_property_law_firms","10056446","Category","186","20131118231548"
"1672","Internet_chess_servers","10066825","Category","268","20200508115530"
"1673","Thermodynamic_entropy","10105445","Category","495","20201214232800"
"1674","Quantum_groups","10158310","Category","93","20130329053128"
"1675","Icelandic_logicians","10173157","Category","209","20131028150205"
"1676","Non-cooperative_games","10253107","Category","154","20171116111918"
"1677","Bargaining_theory","10253209","Category","92","20171222211732"
"1678","Levitation","10275197","Category","383","20190508071448"
"1679","Units_of_dynamic_viscosity","10301265","Category","74","20130323234045"
"1680","Bioinformatics_software","10354259","Category","161","20220425044555"
"1681","Individual_Bibles","10367708","Category","110","20150517133234"
"1682","Molecular_topology","10396562","Category","200","20190521223707"
"1683","2009_software","10402276","Category","14","20200531133439"
"1684","Mathematics_literature","10420868","Category","418","20201002215414"
"1685","Mathematics_papers","10423780","Category","92","20180709081320"
"1686","Mathematics_journals","10423841","Category","238","20201202092824"
"1687","Inter-rater_reliability","10435061","Category","109","20211218131624"
"1688","Instant_messaging_protocols","10442337","Category","62","20150509190757"
"1689","Mechanical_calculator_companies","10520844","Category","106","20190221022120"
"1690","Real_object_ordering","10586863","Category","57","20141111013132"
"1691","Danish_statisticians","10646456","Category","300","20191008231148"
"1692","Synchrotron_radiation","10651681","Category","119","20191128081625"
"1693","Images_of_surfaces","10669311","Category","158","20161016174744"
"1694","Ptolemy","10683984","Category","504","20200204165238"
"1695","Medieval_European_mathematics","10712078","Category","127","20170826083111"
"1696","Cellular_automaton_patterns","10785067","Category","126","20070420001630"
"1697","Public_utilities","10812628","Category","478","20200430231025"
"1698","Amarna_letters_locations","10813889","Category","194","20220515192010"
"1699","Cellular_automatists","10817209","Category","710","20171026194309"
"1700","History_of_software","10817505","Category","268","20200829110128"
"1701","Planetary_spots","10830555","Category","113","20141003031450"
"1702","6-polytopes","10839400","Category","174","20201209003219"
"1703","Astronomical_dynamical_systems","10864423","Category","156","20191219013659"
"1704","Computational_fluid_dynamics","10871076","Category","201","20200422190742"
"1705","Mathematics_in_the_medieval_Islamic_world","10949155","Category","718","20220917142800"
"1706","Complex_systems_theory","10955733","Category","229","20220122130517"
"1707","Computational_hardness_assumptions","10967056","Category","476","20120413192612"
"1708","Spacetime","10973513","Category","526","20211208004549"
"1709","French_mathematical_seminars","10984062","Category","71","20180714213948"
"1710","National_Security_Agency_people","10987038","Category","341","20190615090003"
"1711","Brazilian_computer_scientists","11034206","Category","251","20130329000037"
"1712","Energy_sources","11034434","Category","102","20191127032529"
"1713","Industrial_engineering","11034627","Category","247","20221022125249"
"1714","Structural_analysis","11036106","Category","273","20161219153831"
"1715","Secret_broadcasting","11041186","Category","192","20181231212616"
"1716","Unicode_Transformation_Formats","11049569","Category","209","20180403014429"
"1717","Multivariable_calculus","11056269","Category","348","20171216164535"
"1718","Unicode_algorithms","11068908","Category","176","20130331092049"
"1719","Computational_economics","11090245","Category","89","20101004072507"
"1720","Coordinate_systems_in_differential_geometry","11106714","Category","31","20070507194722"
"1721","PSPACE-complete_problems","11117835","Category","130","20070508114145"
"1722","Stoichiometry","11118700","Category","132","20161203203451"
"1723","Population_ecology","11128507","Category","168","20161119095233"
"1724","Tropical_cyclone_preparedness","11154180","Category","158","20130331131111"
"1725","Cellular_automaton_software","11156270","Category","30","20070510161951"
"1726","Cellular_automata_in_popular_culture","11157292","Category","447","20150722014648"
"1727","1991_software","11167446","Category","14","20210530175154"
"1728","1993_software","11167449","Category","14","20200531134346"
"1729","1994_software","11167451","Category","14","20200531134407"
"1730","1962_software","11167457","Category","14","20200531135128"
"1731","1964_software","11167461","Category","14","20200531135208"
"1732","1968_software","11167468","Category","14","20200531135247"
"1733","1969_software","11167469","Category","14","20200531135259"
"1734","Sound_measurements","11169000","Category","96","20200430044030"
"1735","Geographical_centres","11188125","Category","191","20200424055412"
"1736","Conjectures_about_prime_numbers","11198881","Category","107","20150328153838"
"1737","Video_compression","11204075","Category","319","20130326062841"
"1738","Digital_card_games","11222748","Category","248","20220503204718"
"1739","Archaeological_theft","11236667","Category","130","20200512005106"
"1740","Electronic_feedback","11237971","Category","99","20180524122501"
"1741","Tanzanian_mathematicians","11239630","Category","217","20210402233031"
"1742","Metrication_by_country","11240141","Category","164","20160330154016"
"1743","Belarusian_computer_scientists","11265064","Category","221","20190913060816"
"1744","Scientific_simulation_software","11284135","Category","261","20220204090520"
"1745","Estonian_mathematicians","11290494","Category","148","20180401223613"
"1746","Australian_statisticians","11321549","Category","312","20210317110333"
"1747","Curvature_(mathematics)","11343269","Category","203","20200107213320"
"1748","Wikis","11361657","Category","307","20200123153244"
"1749","Sistine_Chapel","11373948","Category","462","20190428212703"
"1750","Audio_electronics","11387266","Category","435","20201213000049"
"1751","Duets","11424088","Category","161","20220830122546"
"1752","Crisis","11467100","Category","408","20220509151440"
"1753","Mathematical_tables","11470803","Category","107","20190113164538"
"1754","Articles_containing_proofs","11472332","Category","271","20200422194118"
"1755","Natural_language_parsing","11477260","Category","169","20150903142233"
"1756","Applied_probability","11487293","Category","132","20161201225616"
"1757","Graph_operations","11489056","Category","241","20201218000218"
"1758","Nor'easters","11495723","Category","260","20191228235907"
"1759","Formal_theories_of_arithmetic","11504157","Category","228","20150930172028"
"1760","Combinatory_logic","11504496","Category","294","20181231212628"
"1761","Systems_of_formal_logic","11504647","Category","129","20180623013933"
"1762","Mathematical_logic_hierarchies","11505191","Category","414","20120726074026"
"1763","Quantification_(science)","11505647","Category","333","20220208094001"
"1764","Infinite_group_theory","11508815","Category","25","20130402092159"
"1765","P-groups","11509367","Category","47","20130404011759"
"1766","Electromagnetic_radiation_meters","11516638","Category","270","20191128081743"
"1767","Isomorphism_theorems","11569620","Category","745","20211228235257"
"1768","Sorting_algorithms","11604026","Category","151","20130331164404"
"1769","Buildings_and_structures_by_shape","11619099","Category","141","20170618140856"
"1770","Mathematics_writers","11641906","Category","153","20210701150103"
"1771","People_associated_with_energy","11718921","Category","336","20210819235817"
"1772","Ballistics_experts","11737289","Category","135","20210522144047"
"1773","Statistical_natural_language_processing","11737376","Category","115","20200525035354"
"1774","Rolf_Schock_Prize_laureates","11779530","Category","99","20210711143418"
"1775","Biostatisticians","11809376","Category","141","20220828014451"
"1776","Individual_rooms","11877821","Category","213","20180808120226"
"1777","Linguistic_research_software","11913370","Category","198","20180402125527"
"1778","Hex_editors","11914720","Category","206","20210709184522"
"1779","Rules_of_Go","11921925","Category","170","20220823034718"
"1780","Origami_artists","11941947","Category","104","20140101235850"
"1781","Papyrology","11972866","Category","138","20211030052036"
"1782","Computer_Go","12006702","Category","319","20220330181926"
"1783","Networking_algorithms","12026628","Category","108","20170324152156"
"1784","Systems_journals","12042114","Category","258","20150515145012"
"1785","Symplectic_geometry","12046014","Category","561","20191103231121"
"1786","Chaos_theorists","12068225","Category","264","20221025225315"
"1787","Ambient_intelligence","12069624","Category","228","20221030143833"
"1788","University_and_college_rankings","12096885","Category","172","20220315191637"
"1789","Thermodynamic_processes","12130084","Category","139","20191125092048"
"1790","Bulgarian_logicians","12136478","Category","218","20181010163126"
"1791","Hashing","12163172","Category","93","20160524025310"
"1792","Moldovan_mathematicians","12175961","Category","181","20170106221303"
"1793","Binary-to-text_encoding_formats","12197243","Category","183","20220623173803"
"1794","Dichotomies","12207943","Category","445","20220405202458"
"1795","Philosophy_of_time","12215120","Category","155","20210530042038"
"1796","Complex_systems_scientists","12232948","Category","228","20080714033153"
"1797","7-polytopes","12241211","Category","174","20201212204912"
"1798","8-polytopes","12241219","Category","174","20201213084814"
"1799","9-polytopes","12241220","Category","174","20201214002307"
"1800","Polish_mathematics","12295450","Category","94","20111116114911"
